	date	bias	headline	text	text_len	source	sentiment	magnitude
0	2020-04-24	2	inside trump proposal suspend legal immigration amid coronavirus crisis	washington reuters president donald trump issued executive order wednesday temporarily blocks foreigners outside united states obtaining permanent residency move would protect american workers amid economic fallout coronavirus outbreak file border commuter smokes cigarette crossing border paso del norte international bridge amid coronavirus disease covid outbreak ciudad juarez chihuahua mexico el paso texas april reuters paul ratje executive order included number exemptions full suspension legal immigration suggested trump tweet late monday night trump order affected order blocks foreigners outside united states settling permanently united states obtaining informally known green card measure applies requests permanent residence based employment united states requests based familial ties contains number exceptions order affect people coming united states non immigrant visas including tourists business travelers affect workers farm laborers entering united states temporary visas skilled workers visas foreigners already united states seeking adjust status blocked latest measure vast majority employment based green cards granted people inside united states thereby covered ban family based green cards granted people outside country immediate impact order clear since consulates world already shuttered immigration processing services exempt doctors nurses healthcare professionals exempt prospective immigrants coming country perform essential work combat new coronavirus determined federal agencies measure excludes immigrants applying eb visa program allows foreigners willing invest large sums money projects create preserve jobs obtain permanent residence order makes exception spouses citizens unmarried children age measure contains several exemptions including general exemption alien whose entry would national interest long suspension last suspension begin midnight thursday last days trump review economic conditions decide whether extended future extensions could potentially longer days trump week happen temporary foreign workers executive order states administration review temporary visa programs including guest worker programs determine additional steps taken protect workers senior administration official reuters week white house considering separate action could deal skilled workers enter country visas others affected immigration policy trump power suspend immigration trump latest immigration order draws legal authority administration cited travel ban suspended entry travelers immigrants seven majority muslim nations policy cited security concerns critics dubbed muslim ban federal judges blocked several iterations ban taking effect supreme court eventually upheld reworked version measure continues force expanded january legal experts argue high court ruling permit broad worldwide ban immigration united states expect trump latest order challenged court immigration look like united states suspended routine visa services countries worldwide mid march due coronavirus outbreak expected dramatically slow legal immigration addition countries world closed borders enacted quarantines limit spread virus greatly reducing travel worldwide amid global slowdown number permanent residency visas issued state department fell march decrease previous month according department statistics published thursday number temporary visas issued decreased roughly third would blocking immigrants help economy trump tuesday immigration suspension would protect workers extension message employed presidential campaign researchers generally agree immigration united states actually stimulated economic growth increased size economy created jobs according giovanni peri economics professor university california davis idea immigration threatens american jobs data	5310	Reuters	-0.20000000298023224	13.100000381469727
1	2020-04-21	2	coronavirus response deepens divide trump suspends immigration	atlanta reuters governors half dozen states pushed ahead tuesday plans partially reopen business despite warnings health officials could trigger new surge coronavirus cases easing sweeping restrictions georgia south carolina mostly southern states follows protests rules imposed pandemic shut businesses largely confined residents homes reuters ipsos opinion poll showed majority americans believed stay home orders remain place public health officials determine lifting safe despite damage economy matter concern whole idea opening based non science generated parameters boris lushniak dean university maryland school public health reuters interview deaths covid respiratory illness caused coronavirus topped nationwide cases climbed according reuters tally new jersey pennsylvania michigan reported highest single day coronavirus related death tolls three states new york state epicenter outbreak reported new deaths governors pressure businesses constituents relax stay home orders thrown million people work past month alone wisconsin republican lawmakers filed lawsuit democratic governor tony evers challenging stay home order runs may cdc warns fall outbreak tensions president donald trump republican local officials risen government role ramping testing infectious disease experts say key enable safe reopening experts say united states population nearly million people test million per week accurate sense virus reach states tested third number past seven days according covid tracking project even states move ahead plans reopen director centers disease control prevention warned second wave coronavirus could worse coincides start seasonal flu season possibility assault virus nation next winter actually even difficult one went cdc director robert redfield interview washington georgia among half dozen states allow business activity week next brian kemp georgia republican governor allow gyms hair salons bowling alleys tattoo massage parlors reopen friday followed movie houses restaurants next week kemp plan balances public health need reignite state economy saying social distancing rules would remain place medic leaves house responding call amid coronavirus disease covid outbreak everett massachusetts april reuters brian snyder georgia reported positive cases six deaths per people national average according reuters analysis data collected covid tracking project state one lowest testing rates giving health officials less data reach illness base decisions reopening data showed go savannah mayor van johnson democrat residents eastern georgia city conference people come think businesses safe cuomo meets trump new york governor andrew cuomo emerged meeting trump white house president agreed help state procure chemical reagents supplies needed double testing capacity cuomo state help labs boost testing capacity organize workers needed take samples intelligent division labor cuomo briefing let level government best governor new york would try double number people tests day including diagnostic antibody tests characterizing task enormous undertaking would take weeks democratic governor gavin newsom california populous state despite evidence outbreak slowing cases deaths still rising seven day period ending sunday night number deaths california nearly doubled number new cases increased nearly state data showed slideshow images newsom promised release detailed plan testing reopening wednesday cautioned soon loosen public health restrictions washington senate unanimously approved billion additional coronavirus relief economy hospitals treating patients sickened pandemic sending measure house representatives final passage later week story corrects number positive cases per paragraph	5319	Reuters	-0.20000000298023224	9.800000190734863
2	2020-02-26	2	court rules trump administration withhold funds sanctuary cities	nd circuit court appeals ruled wednesday trump administration withhold millions dollars federal law enforcement grants sanctuary cities states cooperate immigration enforcement ap reports state play seven states new york city sued government justice department would withhold funds cities states give immigration enforcement officials access jails notice undocumented migrant scheduled released jail per ap big picture decision conflicts rulings three federal appeals courts comes amid ongoing dispute trump administration sanctuary cities restrict cooperation local law enforcement federal immigration officials department homeland security recently suspended new york residents enrolling global entry trusted traveler programs state law preventing federal immigration officials accessing vehicle records without court order lines important win trump administration likely begin acting decision yet nationwide injunctions cases go deeper trump declared war sanctuary cities	1330	Axios	-0.5	3.299999952316284
3	2020-02-14	2	esper defends shifting defense funds trump xe border wall	secretary defense mark esper speaks conference first day munich security conference munich germany friday feb ap jens meyer secretary defense mark esper speaks conference first day munich security conference munich germany friday feb ap jens meyer munich germany ap defense secretary mark esper friday defended decision divert billions dollars funding navy air force aircraft military programs help pay president donald trump promised wall mexico border esper asked reporter criticism democrats republicans congress including rep mac thornberry republican texas called diversion funds contrary constitutional authority congress border security national security esper national security mission added action took legal law surprise leave esper spoke sidelines international security conference munich pentagon announced thursday esper approved shifting billion funds congress previously authorized fighter aircraft military programs money diverted help department homeland security build portions border wall pentagon indicated actions could coming provide additional funding trump signature campaign promise action drew sharp rebukes democrats well republicans today reprogramming request confirms president obsessed fulfilling campaign promise expense national security rep adam smith washington democratic chairman house armed services committee statement administration already stolen billions department defense order begin building president vanity wall today doubling bad policy last year despite congressional opposition trump faced consequences making similar transfers cancelling postponing dozens military construction projects free billion reaction thursday pentagon announcement thornberry top republican committee supporter wall construction administration constitutional role recommend tax dollars spent final choices made congress choices made department defense cannot change pursuit priorities without approval congress attempts undermines principle civilian control military violation separation powers within constitution programming announced today contrary congress constitutional authority believe requires congress take action trump campaigning republican presidential nomination repeatedly promised mexico would pay wall mexico refused	3221	Associated Press	-0.20000000298023224	7.0
4	2020-02-01	2	us travel ban trump restricts immigration nigeria five countries	image getty images image us issued immigration visas nigerians us announced expanding curbs immigration include six countries including nigeria africa populous nation citizens nigeria eritrea sudan tanzania kyrgyzstan myanmar blocked obtaining certain types visas people countries still able visit us tourists us issued twice many immigration visas nigeria five nations combined official new measures result failures six countries meet us security information sharing standards countries part want helpful variety different reasons simply failed meet minimum requirements laid acting homeland security secretary chad wolf reporters friday officials would work countries bolstering security requirements help list us president donald trump first introduced travel ban currently closes us borders citizens seven countries muslim majorities us issued immigration visas citizens nigeria year issued sudanese nationals tanzanians eritreans us previously announced ban certain types visas eritreans new rules us would suspend issuance visas lead permanent residency nationals nigeria eritrea kyrgyzstan myanmar sudanese tanzanian nationals longer allowed apply diversity visas available lottery applicants countries low rates immigration us wolf non immigrant visas given people temporary stays including visitors business people seeking medical treatment would impacted new rules new nationalities facing visa restrictions nigerians account immigration us according us government statistics state department issued immigrant visas nigerians fiscal year kyrgyzstan sudan large muslim majorities people nigeria eritrea muslim tanzania sizable muslim community travel ban trump signed controversial travel ban seven days taking office january arguing vital protect americans ban initially excluded people seven majority muslim countries list modified following series court challenges restricts citizens iran libya somalia syria yemen venezuela north korea government suspended immigrant non immigrant visas applicants countries exceptions available students significant contacts us	3041	BBC News	-0.20000000298023224	8.300000190734863
5	2019-12-26	2	acquiring private land slowing trump border wall	acquiring private land slowing trump border wall image verónica cárdenas npr verónica cárdenas npr acting homeland security secretary chad wolf visited construction site rio grande valley texas windswept day last month repeated trump administration pledge track build miles new wall end reporters behind steel panels atop concrete levee wall feet rising sugar cane fields bird sanctuaries valley really river delta first section new border wall built president trump barrier swaggering washington confidence shared border asked trump election day deadline carmen qualia assistant chief border patrol acknowledged slow going trump hey deadline need gonna continue work towards meeting deadline qualia charge rio grande valley wall team either going make trump gets additional billion toward massive wall along mile southwest border government spending bill expected sign texas widespread skepticism president anywhere near miles wall wants next december construction already fallen behind schedule difficult take private land image cedar attanasio ap cedar attanasio ap one contract reviewed npr called rgv says construction expected begin certain wall segments march well election months acquire property cutting way short hyla head former real estate specialist army corps engineers spearheaded land acquisition first phase wall building president george bush customs border protection part homeland security yet land plans build wall fact wolf op staged half mile section levee recently acquired federal government hidalgo county land records show much property needed complete stretch wall still private hands disorderly property records complications landowners cumbersome condemnation process slowed progress snail pace despite army federal land specialists trying rush process please president consider government plans erect miles total miles barriers rio grande valley last week feds still needed acquire miles private landowners fact since january administration taken three miles private owners rio grande valley according cbp spokesperson big project qualia gonna continue make happen says agents want tall wall along floodlights sensors cameras foot wide enforcement zone combat drug human trafficking asking tools technology roads qualia takes longer takes longer borderlands texas privately owned unlike states west strip along border mostly federal property image verónica cárdenas npr verónica cárdenas npr every project real estate acquisition prevented making faster progress senior manager detailed knowledge wall building rio grande valley authorized speak publicly eminent domain government take private property public use pay process laborious legalistic federal entities acquire property process head may like tried true laws protect property owners roy brandys eminent domain lawyer austin texas long experience representing border clients asked completing border wall valley next december would aggressive schedule difficult accomplished different issues properties step process proving problematic first government identify make contact property owner starr county western end rio grande valley government planning miles border wall ultimately administration need acquire acreage hundreds individual parcels far wall contractor broken ground one unit owned fish wildlife service difficult know rightful owners biggest challenge rosalva guerra chief appraiser starr county property records notoriously incomplete image john burnett npr john burnett npr tidy office pulls map computer screen shows properties county map awash red color used denote parcels county unsure owner starr county property handed many generations going back land grants made king spain tracts divided subdivided heirs guerra says rarely establish clear title imagine long list heirs partition guerra nightmare yeah going take long time able think going happen yet senior cbp official washington pessimistic construction timetable landowners voluntarily sell condemn property official judge grant possession government nearly immediately declaration taking begin construction getting lot offers sell image verónica cárdenas npr verónica cárdenas npr identifying owner first step government request access survey land far justice department sue nearly property owners rio grande valley access one defendants delfino garza architect starr county want government surveyors coming property outside rio grande city vineyard sideline planted grapes decade ago clearing thick brush rio grande vine rows third year started make wine last year came us putting border wall property garza garza fighting border wall voted trump says second time fears wall kill infant winemaking business people go wineries see border wall want attraction city hurting us qualia border patrol official charge rio grande valley wall team says government trying heavy handed land acquistion specialists spending time talking landowners like garza placement barrier vineyard property think important note live qualia kids go school go church really take consideration sitting meeting owners inevitably discussions landowners delay project things complicated typically take time qualia added meanwhile trump appointed son law senior adviser jared kushner oversee speed completion border wall president asked frequent updates reportedly aides earlier year take land rio grande valley texas easy senior producer marisa peñaloza story	8318	NPR Online News	-0.20000000298023224	31.799999237060547
6	2019-12-20	2	new york law lets undocumented immigrants apply driver licenses blocks ice access	albany federal immigration border officials blocked new york dmv database move keeps accessing data used help determine whether vehicle owner criminal history warrant arrest new york green light law took effect saturday allowing without legal immigration status apply driver licenses new york law included provision prohibiting state dmv officials providing data entities enforce immigration law unless judge orders leading state database access least three federal agencies last week among customs border protection cbp patrols canada border new york immigration customs enforcement ice federal officials appeared caught guard change last week laid state law approved june information federal officers access database important keep public safe mark morgan cbp acting commissioner new york green light law detrimental cbp ice morgan statement tuesday information receive new york state vital missions blocking federal law enforcement officers accessing creates significant threat officer public safety data vital building criminal cases identifying criminal suspects enhancing officer safety according department homeland security border crisis one deadly week reveals immigration crisis begins ends database serves law enforcement tool dmv database allows officers quickly access information vehicle registration holder including traffic history data used determine whether driver sex offender registry criminal history whether outstanding warrants officers often run license plates database traffic stops similar encounters new york democratic led legislature gov andrew cuomo approved green light law june allowing immigrants living country without legal use foreign issued documents prove age identity apply driving privileges law reversed state policy denying driving privileges immigrants without legal immigration status state lawmakers inserted data blocking provision bill week passed immigrant organizations cuomo expressed concern ice cbp would able easily obtain information immigrants seeking license perhaps making easier deported specifically provision says dmv shall disclose records information agency primarily enforces immigration law exceptions dmv commissioner served lawful court order judicial warrant according law even dmv notify person center federal agency inquiry within three days dmv spokeswoman lisa koumjian state agency bound law negotiations underway restore federal agencies access database green light law dmv data kind shared agency primarily enforces immigration law means ice customs border protection citizenship immigration services access data unless dmv presented valid judge signed court order subpoena judicial warrant koumjian statement us send asylum seekers honduras blocking making claim america trump doj calls provision legally suspect anu joshi new york immigration coalition senior director immigration policy supporters green light law proud strongest privacy protections law country least dozen states allow undocumented immigrants apply driving privileges clear law protect data undocumented immigrants protects data new yorkers applying standard license joshi tuesday treats new yorkers applying standard license president donald trump department justice weighed earlier month intervening rensselaer county clerk frank merola lawsuit sought block green light law taking effect trump republican made tough immigration policies central piece presidency doj weighed data blocking provision calling legally suspect questioning whether violates federal law district judge gary sharpe later dismissed merola lawsuit entirely without considering doj questions deciding merola legal capacity sue rep elise stefanik wrote letter friday cuomo democrat urging restore federal agencies access dmv information questioned whether citizens enhanced driver licenses allow license holder cross canadian border would able enter customs agents access database cbp spokesman immediately respond request comment whether case hamstringing border patrol agents ability effectively execute jobs huge mistake urge consider safety americans immediately reversing decision stefanik wrote jon campbell covers state government politics usa today network new york reached jcampbell gannett com followed twitter joncampbellgan	5867	USA TODAY	-0.30000001192092896	14.699999809265137
7	2019-12-12	2	pentagon watchdog investigating border wall contract	mcallen police officer walks past rebar make border wall dhs acting homeland secretary chad wolf tours speaks local media border wall construction thursday nov south donna texas monitor via ap mcallen police officer walks past rebar make border wall dhs acting homeland secretary chad wolf tours speaks local media border wall construction thursday nov south donna texas monitor via ap washington ap defense department internal watchdog investigating million border wall contract awarded firm used multiple appearances push job pentagon inspector general sent letter thursday house homeland committee chairman bennie thompson telling contract awarded north dakota based firm fisher sand gravel co would audited thompson miss asked review last week part concerns proposals meet operational requirements prototypes came late budget tommy fisher head family business thursday would nothing find audit lowest price best value look forward working army corps engineers border wall one trump top priorities campaigned promise build big beautiful wall mexico mexico would pay promised build miles end mexico paying wall nov trump built miles trump effort push funding using money pentagon congress refused fund wall met resistance lawsuits federal judge week blocked administration spending defense department money barrier money includes contract fisher company awarded contract dec build miles wall arizona part series contracts push increased mileage fisher made number appearances trump favorite cable channel talking desire win contract firm though little experience construction previous proposal rejected fisher company could work million mile next closest bid million mile letter army corps fisher awarded contract company proposal technically acceptable best priced two administration officials familiar matter year trump aggressively pushed fisher firm bid heads homeland security army corps engineers manages wall contracts interference federal contracting president concerned overseeing process officials trump insisted fisher could wall faster cheaper bidders officials authorized speak internal discussions spoke ap condition anonymity thompson one concerns officials homeland security department managing border security toured private barrier built company shortly contract awarded pentagon watchdog assessing complete audit would formally announce soon thompson pleased company never awarded construction contract wall prototype late budget statement given president multiple endorsements company amount taxpayer money stake remain concerned possibility inappropriate influence army corps contracting decision award second largest contract company history previously fisher built highways sold heavy equipment excavation work company unsuccessfully sued government april awarded similar contract writers elliot spagat san diego bernard condon new york james macpherson bismarck north dakota	4333	Associated Press	-0.10000000149011612	11.600000381469727
8	2019-10-24	2	trump includes colorado states getting border wall	president donald trump speaks th annual shale insight conference david lawrence convention center wednesday oct pittsburgh ap evan vucci president donald trump speaks th annual shale insight conference david lawrence convention center wednesday oct pittsburgh ap evan vucci washington ap president donald trump boast building part border wall colorado garnering attention state including state governor democrat jared polis trump speaking wednesday audience pennsylvania included colorado list states border wall constructed along new mexico texas president building wall colorado building beautiful wall big one really works course colorado border mexico polis others social media noted polis tweeted well awkward colorado border mexico good thing colorado offers free full day kindergarten kids learn basic geography early thursday trump tweeted made comment colorado wall kiddingly people colorado would benefit wall border	1353	Associated Press	0.0	2.799999952316284
9	2019-10-05	2	deny visas immigrants unless pay health care	listen article article tweet email photographer john moore getty images south america photographer john moore getty images south america trump administration admit immigrants cover medical costs policy criticized likely lead separations families could quickly face legal challenges would immigrants need show covered health insurance within days entering financial resources pay medical bills denied visas president donald trump proclamation issued late friday move aims reject financially burden united states health care system according proclamation measure set take effect nov highlights trump tough stance immigrants central campaign remains prominent heading election comes president pressure fast moving impeachment inquiry follows move august aimed weeding immigrants deemed likely access various forms taxpayer funded assistance food stamps subsidized housing trump takes aim legal immigration reviews public aid donald trump panicking using cruel attacks immigrants distract sow fear julian castro democratic candidate president former obama administration cabinet member twitter move effectively creates mandate immigrants health care insurance administration overturned obama era rule americans coverage setback efforts reduce level uninsured representative alexandria ocasio cortez new york democrat tweeted move hypocrisy xenophobia barbarism proclamation trump costs services provided hospitals reimbursed topped billion year past decade immigrants three likely lack health insurance citizens health care system grapples challenges caused uncompensated care united states government making problem worse admitting thousands aliens demonstrated ability pay health care costs trump catch created lawmakers objected president trump shamelessly targeting punishing low income immigrants families member congressional hispanic caucus tweet trump order separate citizens legal immigrant spouses loved ones trump anti immigrant agenda bounds hurting american families policy creates catch families larry levitt executive vice president health policy kaiser family foundation lawful immigrants qualify health care subsidies subsidized coverage qualify insurance proclamation levitt tweet health insurance hard enough immigrants access country hard enough citizens immigrant rights group united dream twitter assistance frances schwartzkopff updates lawmakers others sixth paragraph	3309	Bloomberg	-0.4000000059604645	9.199999809265137
